,ADDRESS,CITY,COUNTRY,CUSTOMERNAME,ORDER_QUANTITY,ORDER_TIME,PRODUCT_CODE,PRODUCT_NAME,PRODUCT_SUBGROUP,REVENUE,ZIP_CODE,ORDER_NUMBER
624,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-02 15:10:00,73,Lipton Green tea 6x25bags,Tea,16.0,2150,693
625,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-09 09:04:00,2,Samples,Samples,0.0,2150,462
626,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-09 09:04:00,18,ArlaIngman lowlact ski milk UHT12x1L,Fresh Milk,18.0,2150,462
627,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-09 09:04:00,64,Lipton English Breakfast tea 6x25bags,Tea,16.0,2150,462
628,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-09 09:04:00,390,Juhla Mokka Tumma Paahto 12x500g fine gr,Coffee,74.0,2150,462
629,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-09 09:04:00,463,"Paulig On the Go 2,55dl",PP Accessories,110.0,2150,462
630,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-10 14:35:00,2,Samples,Samples,0.0,2150,394
631,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-10 14:35:00,18,ArlaIngman lowlact ski milk UHT12x1L,Fresh Milk,18.0,2150,394
632,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-11 12:57:00,2,Samples,Samples,0.0,2150,356
633,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-14 08:52:00,2,Samples,Samples,0.0,2150,333
634,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-14 08:52:00,30,Lipton Green tea Citrus 6x25bags,Tea,16.0,2150,333
635,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-14 08:52:00,72,Lipton Lemon tea 6x25bags,Tea,18.0,2150,333
636,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-14 08:52:00,183,Paulig Special Espresso 4x1kg bean,Coffee,76.0,2150,333
637,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-15 08:55:00,2,Samples,Samples,0.0,2150,249
638,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-15 08:55:00,37,"TA lid,black250ml 1000pcs",PP Accessories,46.0,2150,249
639,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-16 08:39:00,2,Samples,Samples,0.0,2150,191
640,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-16 08:39:00,28,Lipton Blackcurrant tea 6x25bags,Tea,18.0,2150,191
641,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-16 08:39:00,70,Lipton Earl Grey tea 6x25bags,Tea,16.0,2150,191
642,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-16 08:39:00,72,Lipton Lemon tea 6x25bags,Tea,18.0,2150,191
643,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,2,2016-11-09 09:04:00,183,Paulig Special Espresso 4x1kg bean,Coffee,152.0,2150,462
644,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,2,2016-11-14 08:52:00,18,ArlaIngman lowlact ski milk UHT12x1L,Fresh Milk,34.0,2150,333
645,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,3,2016-11-02 15:10:00,23,Wooden stirrer 140mm (1000 pcs),PP Accessories,36.0,2150,693
646,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,3,2016-11-02 15:10:00,44,Presidentti Tumma Paahto 4x1kg bean,Coffee,178.0,2150,693
647,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,3,2016-11-02 15:10:00,170,Melitta 1x4/80 valk. suod.paperi,Filter Papers,10.0,2150,693
648,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,3,2016-11-11 12:57:00,18,ArlaIngman lowlact ski milk UHT12x1L,Fresh Milk,52.0,2150,356
649,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,3,2016-11-11 12:57:00,272,Cane sugar lump Fair Trade Organic 500g,Other ingredients,14.0,2150,356
650,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,3,2016-11-16 08:39:00,183,Paulig Special Espresso 4x1kg bean,Coffee,226.0,2150,191
651,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,4,2016-11-02 15:10:00,18,ArlaIngman lowlact ski milk UHT12x1L,Fresh Milk,68.0,2150,693
652,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,4,2016-11-02 15:10:00,52,"Arla lact free portion milk 1,5% 100x2cl",Fresh Milk,46.0,2150,693
653,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,4,2016-11-02 15:10:00,149,Juhla Mokka 12x500g filter gr,Coffee,294.0,2150,693
654,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,4,2016-11-02 15:10:00,183,Paulig Special Espresso 4x1kg bean,Coffee,302.0,2150,693
655,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,4,2016-11-02 15:10:00,216,Tazza hot chocolate Stick 50x33g UTZ,Concentrates,120.0,2150,693
656,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,5,2016-11-02 15:10:00,35,ArlaCafe-MilklactosefreeUHT12x1L,Fresh Milk,122.0,2150,693
657,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,6,2016-11-02 15:10:00,272,Cane sugar lump Fair Trade Organic 500g,Other ingredients,30.0,2150,693
658,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,10,2016-11-10 14:35:00,35,ArlaCafe-MilklactosefreeUHT12x1L,Fresh Milk,244.0,2150,394
659,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,10,2016-11-15 08:55:00,35,ArlaCafe-MilklactosefreeUHT12x1L,Fresh Milk,244.0,2150,249
660,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,12,2016-11-09 09:04:00,35,ArlaCafe-MilklactosefreeUHT12x1L,Fresh Milk,292.0,2150,462
661,Plhctwidmy 4,ESPOO,Finland,Zasvf Bgwuîzûrbyz,15,2016-11-14 08:52:00,35,ArlaCafe-MilklactosefreeUHT12x1L,Fresh Milk,366.0,2150,333
662,"Mbgcuglpqw 30 I
CX8245404645694",ESPOO,Finland,Kbukl Dfwonkcls,1,2016-11-07 09:38:00,26,Filter roll 1 case,PP Accessories,86.0,2150,581
663,"Mbgcuglpqw 30 I
CX8245404645694",ESPOO,Finland,Kbukl Dfwonkcls,2,2016-11-07 09:38:00,53,Paulig Vending Medium Roast 5x1kg gr,Coffee,172.0,2150,581
664,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-14 15:43:00,2,Samples,Samples,0.0,2150,271
665,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-14 15:43:00,26,Filter roll 1 case,PP Accessories,86.0,2150,271
666,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-14 15:43:00,29,Tazza hot choco 10x1 kg UTZ,Vending Powders,142.0,2150,271
667,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-14 15:43:00,30,Lipton Green tea Citrus 6x25bags,Tea,18.0,2150,271
668,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-14 15:43:00,91,Juhla Mokka 5x1kg fine gr,Coffee,76.0,2150,271
669,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-17 09:18:00,2,Samples,Samples,0.0,2150,132
670,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-17 09:18:00,28,Lipton Blackcurrant tea 6x25bags,Tea,22.0,2150,132
671,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-17 09:18:00,41,Lipton Green tea Mint 6x25bags,Tea,18.0,2150,132
672,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-17 09:18:00,64,Lipton English Breakfast tea 6x25bags,Tea,18.0,2150,132
673,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-17 09:18:00,69,Lipton Yellow Label tea 6x25bags,Tea,16.0,2150,132
674,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-17 09:18:00,70,Lipton Earl Grey tea 6x25bags,Tea,18.0,2150,132
675,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-17 09:18:00,72,Lipton Lemon tea 6x25bags,Tea,22.0,2150,132
676,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-17 09:18:00,73,Lipton Green tea 6x25bags,Tea,18.0,2150,132
677,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,3,2016-11-14 15:43:00,51,Paulig portionsugar brown 200x4g,Sugar and Sweetening,36.0,2150,271
678,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,3,2016-11-17 09:18:00,18,ArlaIngman lowlact ski milk UHT12x1L,Fresh Milk,82.0,2150,132
679,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,3,2016-11-17 09:18:00,134,Paulig Espresso Barista 4x1kg bean UTZ,Coffee,380.0,2150,132
680,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,4,2016-11-14 15:43:00,202,Paulig Espresso Originale 6x250g bean,Coffee,164.0,2150,271
681,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,4,2016-11-17 09:18:00,133,Wipz cleaning cloth 100 pcs,PP Accessories,58.0,2150,132
682,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,5,2016-11-14 15:43:00,272,Cane sugar lump Fair Trade Organic 500g,Other ingredients,28.0,2150,271
683,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,6,2016-11-14 15:43:00,134,Paulig Espresso Barista 4x1kg bean UTZ,Coffee,762.0,2150,271
684,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Zasvf Bgwuîzûrbyz,7,2016-11-17 09:18:00,35,ArlaCafe-MilklactosefreeUHT12x1L,Fresh Milk,236.0,2150,132
685,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Mjfw Rêyiaas,1,2016-11-10 09:18:00,2,Samples,Samples,0.0,2150,419
686,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Mjfw Rêyiaas,1,2016-11-10 09:18:00,67,Vendor skimmedmilk10x500g,Vending Powders,110.0,2150,419
687,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Mjfw Rêyiaas,2,2016-11-10 09:18:00,18,ArlaIngman lowlact ski milk UHT12x1L,Fresh Milk,56.0,2150,419
688,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Mjfw Rêyiaas,2,2016-11-10 09:18:00,52,"Arla lact free portion milk 1,5% 100x2cl",Fresh Milk,28.0,2150,419
689,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Mjfw Rêyiaas,3,2016-11-10 09:18:00,23,Wooden stirrer 140mm (1000 pcs),PP Accessories,44.0,2150,419
690,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Mjfw Rêyiaas,3,2016-11-10 09:18:00,71,Paulig Mundo 8x500g bean FTO,Coffee,226.0,2150,419
691,Tlqlqnlraq 19 P/FYM.372-4641058,ESPOO,Finland,Mjfw Rêyiaas,7,2016-11-10 09:18:00,35,ArlaCafe-MilklactosefreeUHT12x1L,Fresh Milk,236.0,2150,419
692,"Ndqzjrqnrl 43, 7. Goy.",ESPOO,Finland,Aaqm-Rxcpu Hewboostcim,1,2016-11-15 10:54:00,2,Samples,Samples,0.0,2150,232
693,"Ndqzjrqnrl 43, 7. Goy.",ESPOO,Finland,Aaqm-Rxcpu Hewboostcim,1,2016-11-15 10:54:00,233,Paulig TakeAwaycup biodeg.250 ml 1600pcs,PP Accessories,130.0,2150,232
694,"Ndqzjrqnrl 43, 7. Goy.",ESPOO,Finland,Aaqm-Rxcpu Hewboostcim,2,2016-11-15 10:54:00,118,Paulig portsugarwhite 1000x4g stick,Sugar and Sweetening,74.0,2150,232
695,"Ndqzjrqnrl 43, 7. Goy.",ESPOO,Finland,Aaqm-Rxcpu Hewboostcim,6,2016-11-15 10:54:00,152,Cleaning fluid Thermoblue,PP Accessories,130.0,2150,232
696,"Ndqzjrqnrl 43, 7. Goy.",ESPOO,Finland,Aaqm-Rxcpu Hewboostcim,14,2016-11-15 10:54:00,35,ArlaCafe-MilklactosefreeUHT12x1L,Fresh Milk,470.0,2150,232
697,"Zrcyzfjaak 77 0,qzg
271592244025",ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-14 15:37:00,2,Samples,Samples,0.0,2100,273
698,"Zrcyzfjaak 77 0,qzg
271592244025",ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-14 15:37:00,26,Filter roll 1 case,PP Accessories,86.0,2100,273
699,"Zrcyzfjaak 77 0,qzg
271592244025",ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-14 15:37:00,101,Cleaning powder Puly small,PP Accessories,24.0,2100,273
700,"Zrcyzfjaak 77 0,qzg
271592244025",ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-14 15:37:00,233,Paulig TakeAwaycup biodeg.250 ml 1600pcs,PP Accessories,130.0,2100,273
701,"Zrcyzfjaak 77 0,qzg
271592244025",ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-18 11:02:00,2,Samples,Samples,0.0,2100,63
702,"Zrcyzfjaak 77 0,qzg
271592244025",ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-18 11:02:00,3,Just T OrganicFruitTeaAppleDCBag 6x25kpl,Tea,34.0,2100,63
703,"Zrcyzfjaak 77 0,qzg
271592244025",ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-18 11:02:00,50,paulig TA cup 200 ml 2500 pcs,PP Accessories,138.0,2100,63
704,"Zrcyzfjaak 77 0,qzg
271592244025",ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-18 11:02:00,52,"Arla lact free portion milk 1,5% 100x2cl",Fresh Milk,14.0,2100,63
705,"Zrcyzfjaak 77 0,qzg
271592244025",ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-18 11:02:00,64,Lipton English Breakfast tea 6x25bags,Tea,18.0,2100,63
706,"Zrcyzfjaak 77 0,qzg
271592244025",ESPOO,Finland,Zasvf Bgwuîzûrbyz,2,2016-11-14 15:37:00,81,Plastic bag BioStark 35 L,PP Accessories,36.0,2100,273
707,"Zrcyzfjaak 77 0,qzg
271592244025",ESPOO,Finland,Zasvf Bgwuîzûrbyz,2,2016-11-14 15:37:00,274,Plastic bag BioStark 80 L,PP Accessories,34.0,2100,273
708,"Sbobpsvpdj 97
668711322666",ESPOO,Finland,Mjfw Rêyiaas,1,2016-11-08 15:40:00,2,Samples,Samples,0.0,2100,489
709,"Sbobpsvpdj 97
668711322666",ESPOO,Finland,Mjfw Rêyiaas,1,2016-11-08 15:40:00,30,Lipton Green tea Citrus 6x25bags,Tea,18.0,2100,489
710,"Sbobpsvpdj 97
668711322666",ESPOO,Finland,Mjfw Rêyiaas,1,2016-11-08 15:40:00,64,Lipton English Breakfast tea 6x25bags,Tea,18.0,2100,489
711,"Sbobpsvpdj 97
668711322666",ESPOO,Finland,Mjfw Rêyiaas,1,2016-11-08 15:40:00,70,Lipton Earl Grey tea 6x25bags,Tea,18.0,2100,489
712,"Sbobpsvpdj 97
668711322666",ESPOO,Finland,Mjfw Rêyiaas,1,2016-11-08 15:40:00,73,Lipton Green tea 6x25bags,Tea,18.0,2100,489
713,"Sbobpsvpdj 97
668711322666",ESPOO,Finland,Mjfw Rêyiaas,1,2016-11-10 09:14:00,2,Samples,Samples,0.0,2100,420
714,"Sbobpsvpdj 97
668711322666",ESPOO,Finland,Mjfw Rêyiaas,1,2016-11-10 09:14:00,34,NotInUse Paulig TA cup 250 ml 1600 pcs,PP Accessories,118.0,2100,420
715,"Sbobpsvpdj 97
668711322666",ESPOO,Finland,Mjfw Rêyiaas,2,2016-11-08 15:40:00,51,Paulig portionsugar brown 200x4g,Sugar and Sweetening,24.0,2100,489
716,"Sbobpsvpdj 97
668711322666",ESPOO,Finland,Mjfw Rêyiaas,2,2016-11-08 15:40:00,52,"Arla lact free portion milk 1,5% 100x2cl",Fresh Milk,28.0,2100,489
717,"Sbobpsvpdj 97
668711322666",ESPOO,Finland,Mjfw Rêyiaas,2,2016-11-08 15:40:00,216,Tazza hot chocolate Stick 50x33g UTZ,Concentrates,70.0,2100,489
718,"Sbobpsvpdj 97
668711322666",ESPOO,Finland,Mjfw Rêyiaas,2,2016-11-10 09:14:00,10,Juhla Mokka Professional 4x1kg bean,Coffee,124.0,2100,420
719,"Sbobpsvpdj 97
668711322666",ESPOO,Finland,Mjfw Rêyiaas,3,2016-11-10 09:14:00,183,Paulig Special Espresso 4x1kg bean,Coffee,250.0,2100,420
720,"Sbobpsvpdj 97
668711322666",ESPOO,Finland,Mjfw Rêyiaas,4,2016-11-08 15:40:00,10,Juhla Mokka Professional 4x1kg bean,Coffee,250.0,2100,489
721,"Sbobpsvpdj 97
668711322666",ESPOO,Finland,Mjfw Rêyiaas,5,2016-11-08 15:40:00,183,Paulig Special Espresso 4x1kg bean,Coffee,416.0,2100,489
722,Dxuoeazhee 11 S,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-14 15:46:00,2,Samples,Samples,0.0,2150,270
723,Dxuoeazhee 11 S,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-14 15:46:00,13,Just T OrganicHerbalGingerLeDCBag6x25kpl,Tea,34.0,2150,270
724,Dxuoeazhee 11 S,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-14 15:46:00,56,Tazza Low Lactose Hot Choco 10x1kg UTZ,Vending Powders,156.0,2150,270
725,Dxuoeazhee 11 S,ESPOO,Finland,Zasvf Bgwuîzûrbyz,1,2016-11-14 15:46:00,69,Lipton Yellow Label tea 6x25bags,Tea,16.0,2150,270
726,Dxuoeazhee 11 S,ESPOO,Finland,Zasvf Bgwuîzûrbyz,2,2016-11-14 15:46:00,51,Paulig portionsugar brown 200x4g,Sugar and Sweetening,24.0,2150,270
727,Dxuoeazhee 11 S,ESPOO,Finland,Zasvf Bgwuîzûrbyz,4,2016-11-14 15:46:00,57,Paulig Special Dark 4x1kg bean,Coffee,268.0,2150,270
728,Ftoxgcqfdy 40,ESPOO,Finland,Mjfw Rêyiaas,1,2016-11-03 16:48:00,69,Lipton Yellow Label tea 6x25bags,Tea,14.0,2150,640
729,Ftoxgcqfdy 40,ESPOO,Finland,Mjfw Rêyiaas,1,2016-11-03 16:48:00,70,Lipton Earl Grey tea 6x25bags,Tea,16.0,2150,640
730,Ftoxgcqfdy 40,ESPOO,Finland,Mjfw Rêyiaas,1,2016-11-03 16:48:00,72,Lipton Lemon tea 6x25bags,Tea,20.0,2150,640
731,Ftoxgcqfdy 40,ESPOO,Finland,Mjfw Rêyiaas,1,2016-11-03 16:48:00,73,Lipton Green tea 6x25bags,Tea,16.0,2150,640
732,Ftoxgcqfdy 40,ESPOO,Finland,Mjfw Rêyiaas,1,2016-11-10 09:11:00,2,Samples,Samples,0.0,2150,423
733,Ftoxgcqfdy 40,ESPOO,Finland,Mjfw Rêyiaas,2,2016-11-10 09:11:00,31,Vendor Whitener 10x750g,Vending Powders,224.0,2150,423
734,Ftoxgcqfdy 40,ESPOO,Finland,Mjfw Rêyiaas,3,2016-11-10 09:11:00,51,Paulig portionsugar brown 200x4g,Sugar and Sweetening,32.0,2150,423
735,Ftoxgcqfdy 40,ESPOO,Finland,Mjfw Rêyiaas,3,2016-11-10 09:11:00,52,"Arla lact free portion milk 1,5% 100x2cl",Fresh Milk,38.0,2150,423
736,Ycntfsxwq 659,LEMPÄÄLÄ,Finland,Rhdrwjx Natycqd,1,2016-11-06 10:21:00,31,Vendor Whitener 10x750g,Vending Powders,124.0,37500,592
737,Ycntfsxwq 659,LEMPÄÄLÄ,Finland,Rhdrwjx Natycqd,2,2016-11-06 10:21:00,134,Paulig Espresso Barista 4x1kg bean UTZ,Coffee,254.0,37500,592
738,Ftfjhwkweie 88,KERKKOO,Finland,Vbchn  Uòrmóckn,1,2016-11-03 13:24:00,84,Cleaning fluid Franke,PP Accessories,38.0,6530,649
739,Hmupensqtei 1,MASKU,Finland,Gdong Ypdàjaøâ,1,2016-11-09 13:20:00,2,Samples,Samples,0.0,21250,445
740,Hmupensqtei 1,MASKU,Finland,Gdong Ypdàjaøâ,2,2016-11-09 13:20:00,52,"Arla lact free portion milk 1,5% 100x2cl",Fresh Milk,28.0,21250,445
741,Hmupensqtei 1,MASKU,Finland,Gdong Ypdàjaøâ,5,2016-11-09 13:20:00,25,Paulig Special Medium 4x1kg bean,Coffee,352.0,21250,445
742,Woccaqgkhv 6C,HELSINKI,Finland,Trfz  Vzizorynse,1,2016-11-15 10:29:00,2,Samples,Samples,0.0,100,238
743,Woccaqgkhv 6C,HELSINKI,Finland,Trfz  Vzizorynse,1,2016-11-15 10:29:00,23,Wooden stirrer 140mm (1000 pcs),PP Accessories,14.0,100,238
744,Woccaqgkhv 6C,HELSINKI,Finland,Trfz  Vzizorynse,1,2016-11-15 10:29:00,109,Blanco Take Away cup 200 ml 2500 pcs,PP Accessories,138.0,100,238
745,Tdchoqcnxa 3 A,HELSINKI,Finland,gwnyw ienm,1,2016-11-09 10:53:00,2,Samples,Samples,0.0,100,458
746,Tdchoqcnxa 3 A,HELSINKI,Finland,gwnyw ienm,1,2016-11-09 10:53:00,79,SAM acacia honey stick 80x8g,Other ingredients,24.0,100,458
747,Tdchoqcnxa 3 A,HELSINKI,Finland,gwnyw ienm,1,2016-11-09 10:53:00,104,Cleaning tablet Black&White Coffee,PP Accessories,34.0,100,458
748,Tdchoqcnxa 3 A,HELSINKI,Finland,gwnyw ienm,1,2016-11-09 10:53:00,152,Cleaning fluid Thermoblue,PP Accessories,22.0,100,458
749,Tdchoqcnxa 3 A,HELSINKI,Finland,gwnyw ienm,3,2016-11-09 10:53:00,98,OLD Paulig ProfEspr 4x1kg bean FTO,Coffee,322.0,100,458
750,Tdchoqcnxa 3 A,HELSINKI,Finland,gwnyw ienm,9,2016-11-09 10:53:00,71,Paulig Mundo 8x500g bean FTO,Coffee,612.0,100,458
751,Gazyudkcpe 08,ALAJÄRVI,Finland,Emtx Ngzbank,1,2016-11-14 13:43:00,2,Samples,Samples,0.0,62900,293
752,Gazyudkcpe 08,ALAJÄRVI,Finland,Emtx Ngzbank,1,2016-11-14 13:43:00,13,Just T OrganicHerbalGingerLeDCBag6x25kpl,Tea,34.0,62900,293
753,Gazyudkcpe 08,ALAJÄRVI,Finland,Emtx Ngzbank,1,2016-11-14 13:43:00,294,Tate&Lyle Vanilla 750ml bottle,Sugar and Sweetening,14.0,62900,293
754,Gazyudkcpe 08,ALAJÄRVI,Finland,Emtx Ngzbank,1,2016-11-14 13:43:00,295,NotInUse Tate&Lyle Caramel Syrup 750ml,Sugar and Sweetening,14.0,62900,293
755,Gazyudkcpe 08,ALAJÄRVI,Finland,Emtx Ngzbank,2,2016-11-14 13:43:00,84,Cleaning fluid Franke,PP Accessories,76.0,62900,293
756,"Vbxkhomdqmgnf 7
694704158078",VANTAA,Finland,Vdfuof Lwtkbkphw,1,2016-11-09 10:21:00,50,paulig TA cup 200 ml 2500 pcs,PP Accessories,110.0,1530,460
757,"Vbxkhomdqmgnf 7
694704158078",VANTAA,Finland,Vdfuof Lwtkbkphw,4,2016-11-09 10:21:00,52,"Arla lact free portion milk 1,5% 100x2cl",Fresh Milk,46.0,1530,460
758,Eonpfwdpjzvtovjm 46,ESPOO,Finland,Mpbjh  Jcekgpv,1,2016-11-10 11:29:00,2,Samples,Samples,0.0,2610,401
759,Eonpfwdpjzvtovjm 46,ESPOO,Finland,Mpbjh  Jcekgpv,1,2016-11-10 11:29:00,10,Juhla Mokka Professional 4x1kg bean,Coffee,70.0,2610,401
760,Eonpfwdpjzvtovjm 46,ESPOO,Finland,Mpbjh  Jcekgpv,1,2016-11-10 11:29:00,32,Vendor Espresso 10x250g,Vending Powders,180.0,2610,401
761,Eonpfwdpjzvtovjm 46,ESPOO,Finland,Mpbjh  Jcekgpv,1,2016-11-10 11:29:00,51,Paulig portionsugar brown 200x4g,Sugar and Sweetening,12.0,2610,401
762,Jdqvbrregtmx 799,SÄYNÄTSALO,Finland,Raib Wnwevswu,1,2016-11-10 09:52:00,2,Samples,Samples,0.0,40900,415
763,Jdqvbrregtmx 799,SÄYNÄTSALO,Finland,Raib Wnwevswu,1,2016-11-10 09:52:00,264,Nestlé Cacao Mix 10x1000g,Vending Powders,152.0,40900,415
764,Jdqvbrregtmx 799,SÄYNÄTSALO,Finland,Raib Wnwevswu,2,2016-11-10 09:52:00,114,Paulig Special Medium 5x1kg gr,Coffee,152.0,40900,415
765,"Ijksldqxasnj 1, 2 bxw",HELSINKI,Finland,Vbbzj Vnuya,1,2016-11-04 11:54:00,26,Filter roll 1 case,PP Accessories,78.0,520,614
766,"Ijksldqxasnj 1, 2 bxw",HELSINKI,Finland,Vbbzj Vnuya,20,2016-11-04 11:54:00,615,napkin 165x303mm 300 pcs,PP Accessories,152.0,520,614
767,"Mkqxnpahsf 65, 0 kbc",OULU,Finland,Drcpg Iöjtlroü,1,2016-11-02 07:35:00,46,Cleaning pellet Grindz for grinder,PP Accessories,56.0,90100,704
768,"Mkqxnpahsf 65, 0 kbc",OULU,Finland,Drcpg Iöjtlroü,1,2016-11-02 07:35:00,133,Wipz cleaning cloth 100 pcs,PP Accessories,14.0,90100,704
769,"Mkqxnpahsf 65, 0 kbc",OULU,Finland,Drcpg Iöjtlroü,1,2016-11-02 07:35:00,295,NotInUse Tate&Lyle Caramel Syrup 750ml,Sugar and Sweetening,14.0,90100,704
